Gender,Age,Customer Type,Type of Travel,Class,Flight Distance,Departure Delay,Arrival Delay,Departure and Arrival Time Convenience,Ease of Online Booking,Check-in Service,Online Boarding,Gate Location,On-board Service,Seat Comfort,Leg Room Service,Cleanliness,Food and Drink,In-flight Service,In-flight Wifi Service,In-flight Entertainment,Baggage Handling,Satisfaction
0,28,1,0,0,2623,0,0,1,1,5,5,1,5,5,3,5,5,5,1,5,5,1
1,19,1,1,1,1182,0,6,4,2,4,2,2,3,4,3,4,4,5,2,4,4,0
0,38,1,0,0,1710,0,0,4,5,2,1,4,3,1,3,3,3,3,4,3,3,1
0,45,1,0,0,423,0,0,5,1,4,4,5,4,5,4,4,5,4,5,4,4,1
0,25,0,0,0,190,6,9,0,2,4,2,4,4,1,3,1,1,4,2,1,5,0
0,23,1,0,0,1589,10,32,2,1,5,5,2,5,5,4,5,5,5,2,5,4,1
1,54,0,0,1,575,0,8,0,1,4,1,1,3,2,3,2,2,4,1,2,2,0
1,10,0,0,1,502,35,44,2,1,2,1,3,1,1,1,1,1,4,1,1,3,0
1,35,1,0,0,2398,0,9,4,2,4,3,4,2,2,2,3,1,2,2,2,2,0
1,40,1,0,0,1914,0,0,4,4,5,5,4,4,5,4,3,3,4,4,4,4,1
0,67,1,1,1,304,9,0,5,3,4,1,4,2,5,3,1,3,2,3,2,2,0
1,26,0,0,0,1167,0,2,1,1,3,1,3,1,4,1,4,4,4,1,4,2,0
1,23,0,0,1,409,0,7,4,4,4,4,4,2,5,5,5,5,4,4,5,3,0
0,36,1,0,1,620,21,56,4,4,2,3,4,2,3,1,3,3,3,3,3,3,0
1,61,1,1,2,2475,0,0,4,3,4,3,4,2,5,4,5,5,1,4,5,5,0
0,29,1,0,0,2966,0,0,5,3,4,5,5,4,5,5,5,5,5,5,5,4,1
1,41,0,0,1,86,0,0,4,2,1,2,4,2,5,2,1,1,4,2,1,4,0
1,22,0,0,1,581,0,0,5,4,5,4,3,4,4,2,4,4,4,4,4,4,1
0,21,1,1,1,2496,0,0,5,5,3,5,3,4,1,1,1,1,3,5,1,3,1
0,39,0,0,0,140,0,0,1,1,5,1,2,4,4,4,4,4,4,1,4,5,0
1,38,1,1,2,302,0,0,2,2,2,2,3,4,4,3,4,4,3,2,4,4,0
0,37,0,0,1,201,0,0,0,2,3,2,3,4,4,1,4,4,2,2,4,3,0
1,37,1,1,1,314,15,13,4,1,5,1,5,4,4,2,4,4,5,1,4,4,0
1,32,1,1,1,929,0,0,4,3,4,3,3,5,4,3,4,4,4,3,4,5,0
1,25,1,0,0,495,0,17,1,1,4,2,1,2,2,1,2,2,3,2,2,3,0
0,18,1,1,1,1892,0,0,1,5,1,5,2,3,5,3,2,2,3,5,2,1,1
0,50,1,0,0,2737,0,0,4,4,3,5,4,4,5,4,3,3,4,4,4,4,1
1,71,1,0,1,259,0,0,1,1,1,3,1,4,3,2,3,3,4,3,3,3,0
0,28,1,0,0,522,0,3,3,3,2,2,3,3,2,1,2,2,4,2,2,3,0
1,20,0,0,1,594,1,0,3,5,1,5,2,2,1,3,1,1,1,5,1,3,1
1,65,1,1,1,495,0,0,5,1,4,1,4,5,1,5,1,1,4,1,1,4,0
0,30,1,0,0,2133,0,17,4,4,4,5,4,5,5,4,5,5,4,4,5,4,1
0,35,1,0,0,1773,0,0,2,2,1,4,2,2,3,2,2,5,2,2,2,2,0
1,18,1,1,1,347,0,0,4,5,5,5,2,5,2,4,2,2,5,5,2,4,1
1,39,1,1,2,109,0,8,4,4,3,4,2,4,4,5,4,4,4,4,4,4,0
0,38,0,0,2,223,0,18,1,1,4,1,3,4,5,3,5,5,2,1,5,3,0
1,59,0,0,0,500,4,0,2,2,4,1,3,1,2,1,2,2,3,1,2,2,0
1,59,1,0,0,2140,0,0,5,5,5,5,5,5,4,5,5,3,5,5,5,5,1
0,64,1,1,1,1172,15,11,5,3,5,5,3,1,4,3,4,3,1,3,1,1,0
1,37,1,0,0,2077,37,27,1,1,4,4,1,2,3,2,4,1,2,2,2,2,0
1,31,1,0,0,1598,0,0,5,5,5,4,5,3,4,4,4,4,4,5,4,5,1
0,36,1,0,1,134,0,0,2,2,2,2,2,3,1,5,1,1,3,1,1,4,0
1,15,1,1,1,667,0,4,2,4,4,4,3,4,3,4,3,3,4,4,3,3,0
1,55,1,1,1,569,0,0,4,2,3,2,3,4,3,3,3,3,5,2,3,4,0
1,24,0,0,1,813,0,0,2,2,3,2,3,3,1,4,1,1,4,2,1,4,0
1,23,1,1,1,630,0,0,4,3,4,3,1,4,1,3,1,1,4,3,1,5,0
1,40,1,0,0,2422,0,0,5,5,4,5,5,5,4,5,5,5,5,5,5,5,1
1,34,1,0,0,3080,8,0,5,4,5,4,5,5,5,5,4,3,5,5,5,5,1
0,53,1,0,0,1677,32,17,5,5,4,4,5,5,5,5,3,2,5,5,5,5,1
1,37,1,0,1,853,0,0,4,4,4,2,4,4,2,3,2,2,4,2,2,4,0
1,34,0,0,0,363,0,0,4,4,3,4,1,1,1,5,1,1,2,3,1,5,0
1,46,1,1,1,308,0,0,5,3,4,3,3,3,2,4,2,2,4,3,2,5,0
0,45,1,0,0,2187,16,13,3,3,3,5,3,4,4,4,3,3,4,3,4,4,1
0,41,1,1,1,1521,0,0,4,4,2,4,2,5,1,1,1,1,2,4,1,4,1
0,24,0,0,0,1481,0,0,0,3,4,3,3,5,5,5,3,3,4,4,3,3,1
0,27,1,0,0,588,0,0,5,5,5,5,5,5,5,5,5,5,4,5,5,5,1
0,49,1,0,0,861,17,3,3,3,1,2,3,2,2,2,4,1,2,2,2,2,0
1,72,1,0,0,2162,22,14,4,5,3,3,5,3,4,3,3,3,3,3,3,3,0
0,47,1,1,1,1009,2,0,4,2,3,5,4,4,2,2,1,5,4,2,4,4,0
1,16,0,0,1,199,0,0,2,3,3,3,3,3,2,3,2,2,3,2,2,4,0
0,40,1,0,0,2537,0,0,1,1,2,5,1,3,5,4,5,3,3,1,3,3,1
1,20,0,0,1,391,32,15,4,3,4,3,4,4,2,3,2,2,3,3,2,4,0
0,23,1,1,0,930,2,1,5,2,5,2,4,5,5,4,5,5,4,2,5,5,0
1,61,1,1,1,1205,15,21,2,2,3,2,3,1,3,5,3,3,3,2,3,3,0
0,31,1,0,1,101,6,12,3,3,4,5,3,2,5,2,5,5,2,5,5,1,1
1,30,1,0,0,501,0,0,0,0,2,0,1,1,2,3,2,2,2,1,2,1,0
1,59,1,0,1,240,0,0,3,3,3,1,3,1,1,3,1,1,2,1,1,1,0
0,41,1,1,1,759,35,28,4,2,4,2,3,3,5,5,5,5,5,2,5,5,0
0,67,1,1,1,602,17,20,4,2,1,4,3,2,3,2,4,1,2,2,2,1,0
1,46,1,0,0,163,0,0,1,4,2,4,1,3,3,3,4,2,3,2,3,2,0
0,26,0,0,1,565,18,17,3,1,4,1,4,4,2,5,2,2,3,1,2,4,0
0,59,1,1,1,1744,0,0,1,2,3,2,2,1,2,2,4,5,1,2,1,1,0
1,57,1,0,2,631,0,0,2,5,2,2,2,1,2,5,2,2,3,2,2,3,0
0,44,0,0,1,192,0,0,4,3,2,3,1,1,3,5,3,3,3,3,3,4,0
1,25,1,0,0,1892,0,0,2,2,3,2,2,1,2,5,2,2,4,2,2,3,0
0,24,0,0,1,517,28,13,4,1,2,1,4,3,1,3,1,1,3,1,1,3,0
0,48,1,0,0,678,0,0,2,2,3,4,2,5,4,4,5,5,5,2,5,5,1
0,46,1,1,1,319,0,0,5,1,5,2,2,5,5,1,1,1,5,1,5,2,0
1,26,0,0,0,304,0,0,4,2,5,2,3,4,5,4,5,5,4,2,5,4,0
0,13,1,1,0,304,0,0,4,4,5,4,3,4,1,3,1,1,4,4,1,4,0
0,39,1,0,2,405,0,0,4,5,3,2,5,2,2,2,2,2,3,2,2,4,0
0,31,1,1,1,74,0,0,4,3,2,3,4,3,3,5,3,3,3,3,3,3,0
1,45,1,0,0,1776,0,0,2,2,1,4,2,3,4,3,1,3,3,3,3,3,0
0,17,1,1,1,1986,0,0,5,3,4,3,5,1,3,2,3,3,4,3,3,1,0
0,43,1,0,0,2969,0,9,4,0,5,5,5,1,5,1,4,2,1,0,1,1,1
0,44,1,1,1,1034,0,0,2,3,3,3,3,1,3,3,1,2,1,3,1,1,0
0,46,1,0,0,1618,0,21,3,4,1,3,3,2,2,2,3,3,2,3,2,2,1
0,20,1,1,1,2288,0,0,1,2,1,2,3,2,5,2,5,5,2,2,5,3,0
1,39,1,0,0,1744,0,0,2,2,3,4,2,5,5,5,4,4,5,2,5,5,1
1,25,0,0,1,649,0,0,4,2,4,2,4,3,4,5,4,4,5,3,4,1,0
0,21,1,0,0,2321,13,28,3,3,5,4,3,4,4,5,4,4,4,3,4,4,1
0,50,1,0,1,469,0,0,4,4,2,4,4,2,4,2,3,5,2,2,2,2,0
1,77,0,0,1,129,21,15,0,1,1,1,5,4,1,3,1,1,3,1,1,5,0
0,35,1,0,0,669,0,0,1,1,5,5,1,4,4,4,5,5,4,1,4,4,1
1,23,1,0,0,3164,0,5,2,2,1,4,2,2,4,3,4,4,3,4,4,4,0
1,27,0,0,0,270,41,51,2,2,4,2,4,1,3,5,3,3,3,2,3,3,0
0,56,1,0,0,2892,34,24,2,2,4,4,2,2,4,2,3,5,2,2,2,2,1
0,36,0,0,1,177,40,21,0,2,3,2,4,3,4,5,5,5,1,3,5,1,0
1,51,1,0,0,920,0,1,2,2,4,5,2,4,4,4,3,3,4,2,4,4,1
0,41,1,0,0,1652,15,6,2,2,3,2,2,2,5,2,2,3,2,2,2,2,1
0,65,1,1,1,468,38,35,2,1,1,4,3,2,3,1,2,1,2,1,2,2,0
1,38,1,0,0,2916,0,0,3,3,4,1,3,5,4,5,3,2,5,3,5,5,1
0,64,1,1,1,733,0,7,4,1,2,5,1,2,1,1,2,3,2,1,2,2,0
0,44,1,0,0,1481,0,0,1,5,5,5,1,4,5,4,4,5,4,1,4,4,1
0,39,0,0,0,862,0,0,3,3,4,3,3,3,4,5,4,4,4,3,4,5,0
1,42,1,0,0,1859,0,5,1,1,1,3,1,5,1,5,2,3,5,1,5,5,1
0,40,1,0,0,2141,14,25,1,1,4,4,1,2,4,2,1,3,2,2,2,2,0
0,10,1,1,1,436,0,0,5,3,5,3,4,3,2,2,2,2,4,3,2,5,0
1,44,0,0,1,491,0,27,0,5,2,5,4,3,4,3,4,4,4,5,4,3,1
1,58,1,0,1,925,0,0,2,2,1,4,2,5,4,3,4,4,4,4,4,1,1
1,35,0,0,0,1084,17,2,4,4,3,4,4,1,5,1,5,5,4,4,5,3,0
0,67,1,1,2,1379,0,3,4,4,3,3,1,1,4,4,3,2,1,4,1,1,0
1,36,1,0,0,3057,22,14,1,1,1,2,1,3,1,3,2,3,3,3,3,3,0
0,46,1,0,0,2153,2,0,2,2,5,5,2,3,5,5,5,5,3,2,4,5,1
0,47,1,0,0,2583,0,0,3,3,5,5,3,2,5,4,5,5,3,3,3,4,1
1,54,1,1,1,237,0,0,5,2,5,2,3,5,1,2,1,1,4,2,1,4,0
1,32,1,0,1,2342,0,22,1,1,3,3,1,2,3,2,3,3,2,3,4,3,0
1,30,0,0,1,1137,0,0,3,3,3,3,3,4,5,1,5,5,4,3,5,2,0
0,28,1,0,1,399,0,0,4,4,2,2,4,3,2,2,2,2,4,2,2,3,0
1,53,1,0,0,299,0,6,5,5,5,5,5,4,4,4,3,5,4,5,4,4,1
0,48,1,0,0,2267,0,0,5,3,4,5,5,5,4,5,3,2,5,5,5,5,1
1,44,1,1,1,317,0,0,1,2,1,2,3,4,4,3,4,4,3,2,4,2,0
0,35,1,1,2,67,0,0,4,2,4,2,4,4,4,4,4,4,5,2,4,2,0
0,53,1,0,0,979,0,0,4,4,4,4,4,5,1,5,5,4,5,4,5,5,1
0,22,0,0,1,842,13,23,2,2,4,2,2,1,2,4,2,2,3,2,2,3,0
0,38,1,0,0,134,0,16,3,3,1,4,3,2,4,2,3,3,2,1,2,1,0
1,22,1,0,1,581,1,2,3,3,1,3,3,2,4,5,3,3,3,3,3,3,0
1,15,1,1,1,216,0,1,5,0,5,0,3,5,2,2,2,2,5,4,2,4,0
0,21,1,1,1,1514,35,22,4,1,5,1,3,5,4,4,4,4,4,1,4,3,0
0,19,0,0,1,302,0,0,0,4,2,4,3,3,4,4,4,4,3,4,4,3,0
1,35,1,0,1,1499,23,33,3,3,2,3,3,1,3,5,3,3,1,3,3,2,0
1,65,1,1,1,483,0,0,3,1,4,1,4,2,3,4,3,3,3,1,3,2,0
0,47,1,1,1,868,0,0,5,1,2,1,2,5,4,1,5,1,5,1,5,5,0
0,45,1,0,2,455,12,36,3,3,3,2,3,4,2,4,3,5,4,4,4,4,1
0,24,0,0,1,449,0,0,5,1,5,1,3,4,5,3,5,5,4,1,5,4,0
1,37,1,1,1,404,0,0,4,1,3,1,3,3,3,3,1,1,5,1,1,5,0
1,26,0,0,0,341,23,20,0,4,3,4,4,4,4,5,4,4,5,4,4,5,1
1,37,0,0,0,1090,19,0,3,3,4,3,3,4,3,3,3,3,4,3,3,5,0
1,10,1,1,1,848,0,0,5,2,5,2,3,4,3,4,3,3,5,2,3,5,0
1,30,1,0,2,762,11,0,1,1,1,2,1,3,2,5,2,2,3,2,2,4,0
1,44,1,0,0,2392,0,0,2,2,3,1,2,1,2,1,3,3,1,1,1,1,0
1,39,1,1,1,446,0,0,5,1,4,1,4,5,5,5,5,5,4,1,5,5,0
0,16,1,1,0,224,0,0,3,4,3,4,4,1,3,1,3,3,4,4,3,4,0
1,21,0,0,1,409,0,0,1,2,1,2,4,4,5,5,5,5,3,2,5,3,0
1,63,1,0,0,472,0,0,4,4,3,3,4,4,5,4,3,4,4,4,4,4,1
0,48,1,0,0,1750,27,26,5,5,4,4,5,5,5,5,4,3,5,5,5,5,1
1,12,1,1,1,147,0,1,3,4,2,4,3,2,3,5,3,3,3,4,3,2,1
0,18,1,1,1,2400,0,0,5,3,2,2,2,4,2,4,2,3,4,3,3,5,0
1,37,0,0,0,283,0,6,1,1,4,1,3,3,1,2,3,3,4,1,3,4,0
1,22,1,1,1,408,0,0,4,3,3,3,1,4,3,5,2,2,5,3,2,4,0
1,59,1,1,1,2176,0,0,1,3,2,3,3,2,2,2,2,2,4,3,2,4,0
1,23,0,0,1,365,22,20,0,1,3,1,2,4,2,3,2,2,4,1,2,5,0
0,24,1,0,0,743,0,0,4,4,5,5,4,3,5,3,5,5,5,4,5,5,1
0,55,1,0,0,2313,0,0,5,5,5,4,5,4,4,4,3,2,4,5,4,4,1
1,23,0,0,1,985,0,0,2,2,3,2,1,3,1,4,1,1,1,2,1,1,0
0,22,0,0,0,315,0,12,0,0,3,0,1,5,3,2,4,4,4,0,4,5,1
1,41,1,0,0,594,0,0,2,2,3,4,2,3,4,4,3,3,3,2,3,3,1
1,43,1,0,1,333,0,0,1,1,1,3,1,2,3,5,3,3,4,3,3,3,0
0,33,0,0,1,168,0,0,1,1,3,1,4,3,2,3,4,4,4,1,4,3,0
1,22,0,0,1,262,0,0,2,2,3,2,3,1,4,2,3,3,4,2,3,3,0
0,17,0,0,1,817,35,13,3,3,1,1,4,4,1,2,1,3,2,3,3,4,0
0,37,1,1,2,1999,6,0,2,3,3,3,2,2,2,3,2,2,2,3,2,1,0
0,37,1,1,1,606,20,25,1,3,1,3,4,3,5,3,5,5,4,3,5,3,0
0,17,0,0,1,216,0,0,1,0,4,0,4,4,4,3,4,4,3,0,4,3,1
1,49,1,0,0,2508,0,0,3,3,4,3,3,5,5,5,1,4,5,3,5,5,1
0,61,1,1,1,237,16,6,5,3,3,4,3,5,4,3,5,4,5,3,5,1,0
0,52,1,0,0,551,22,19,4,4,4,4,4,5,5,5,5,4,5,4,5,5,1
1,41,1,0,0,1055,0,0,2,5,5,4,2,4,5,5,4,5,4,2,4,4,1
0,42,0,0,0,431,0,4,3,3,5,3,5,5,3,2,3,3,5,3,3,4,0
0,43,1,0,1,1620,35,0,5,5,3,2,5,3,2,3,4,4,3,3,3,3,0
0,48,0,0,2,646,0,0,1,1,1,2,3,2,4,3,4,4,3,2,4,3,0
0,50,1,0,0,345,0,0,0,0,3,5,3,5,4,5,4,4,5,0,5,5,1
1,34,1,0,0,2848,0,0,3,4,4,4,4,4,4,4,2,5,4,4,4,4,0
1,23,1,1,1,365,1,0,4,4,3,4,3,5,4,2,2,2,5,4,2,4,0
1,60,1,1,2,1620,0,0,5,3,5,3,1,5,1,3,1,1,5,3,1,4,0
0,25,1,0,0,1856,32,18,4,4,4,4,4,3,5,2,4,4,4,4,4,4,1
1,10,1,1,1,1617,33,31,2,3,4,3,4,1,4,3,4,4,3,3,4,4,0
1,25,0,0,0,930,14,0,0,5,5,5,2,5,1,5,1,1,5,5,1,4,1
0,21,0,0,1,335,0,0,0,3,1,3,2,4,4,2,4,4,5,4,4,2,1
0,32,1,0,0,2951,15,10,4,2,2,5,4,4,5,5,5,5,3,4,5,4,1
0,65,1,1,1,337,27,42,5,1,4,4,4,2,4,1,4,3,2,1,2,2,0
0,26,0,0,0,954,0,3,5,5,4,5,3,5,5,3,5,5,4,5,5,4,1
1,59,1,0,0,2475,0,0,1,2,4,4,1,5,4,5,4,4,4,1,4,4,1
0,39,1,1,1,152,0,0,5,3,3,3,2,3,1,2,2,2,5,3,2,5,0
1,30,1,0,1,247,0,0,2,3,3,3,2,1,3,3,3,3,4,3,3,4,0
0,34,1,0,1,227,0,0,4,4,1,4,4,1,4,4,4,4,2,4,4,3,1
0,26,0,0,1,158,0,0,0,2,3,2,2,4,1,5,1,1,5,2,1,5,0
0,12,1,1,1,946,26,0,4,2,5,2,1,2,1,1,1,1,5,2,1,2,0
0,37,1,0,1,325,0,0,2,2,4,2,2,2,2,4,2,2,4,2,2,3,0
1,12,0,0,1,957,0,0,3,3,1,3,3,1,4,1,4,4,3,3,4,3,0
0,52,1,0,0,966,3,0,4,4,5,4,4,4,5,4,5,2,4,4,4,4,1
1,60,1,1,1,404,15,0,3,3,2,3,4,2,3,2,3,3,4,3,3,4,0
0,32,1,0,1,2404,0,0,1,2,1,5,1,4,5,2,5,5,2,5,5,4,1
1,23,1,1,1,500,0,0,4,4,3,4,2,5,3,4,3,3,5,4,3,4,1
0,24,1,1,1,546,0,9,3,4,4,4,2,4,3,1,3,3,3,4,3,4,0
0,64,1,1,1,173,26,17,4,3,4,3,1,1,5,3,5,4,1,3,1,1,0
0,19,1,1,1,925,0,0,5,2,4,2,3,3,2,3,4,4,4,3,4,4,0
0,30,1,1,1,744,0,0,2,2,1,2,3,3,3,3,4,4,4,2,4,3,0
1,29,1,1,1,646,0,0,5,1,5,1,2,2,5,1,5,5,1,1,5,2,0
1,36,0,0,1,176,16,17,3,1,3,1,4,2,2,1,3,3,3,1,3,3,0
0,37,0,0,1,224,22,11,1,4,1,4,4,4,5,4,5,5,3,4,5,4,0
0,26,0,0,0,1012,0,0,2,2,3,2,4,4,1,3,3,3,3,3,3,4,0
0,42,1,1,1,843,0,0,4,3,1,5,3,2,2,3,5,3,2,3,2,2,0
0,44,1,0,1,246,0,7,5,5,3,4,5,5,3,5,5,3,5,5,5,5,1
1,50,1,1,2,374,0,2,3,3,3,3,4,2,1,3,1,1,4,3,1,4,0
1,37,1,1,1,422,0,0,5,3,2,3,1,3,4,2,2,2,3,2,2,3,0
0,25,0,0,0,554,11,0,5,1,4,1,3,5,4,2,4,4,5,1,4,4,0
0,18,1,1,1,1972,0,0,0,3,3,3,4,3,3,4,3,3,4,3,3,3,0
1,46,0,0,1,1312,1,0,3,3,3,3,3,4,4,2,4,4,4,3,4,5,0
1,22,0,0,1,331,10,0,4,2,3,2,3,1,3,1,2,2,3,2,2,3,0
0,22,0,0,1,406,0,0,4,2,5,2,2,3,1,3,1,1,4,3,1,4,0
1,49,1,1,1,895,1,0,2,1,3,1,2,3,1,5,1,1,3,1,1,2,0
1,50,0,0,1,975,0,3,1,1,1,4,4,2,1,3,1,1,3,1,1,4,0
1,15,1,0,0,1621,0,0,2,2,1,2,2,2,2,2,2,2,4,2,2,3,0
1,46,1,0,0,888,0,0,5,2,5,4,5,4,5,4,5,4,4,5,4,4,1
1,68,1,1,2,528,0,0,5,3,4,3,2,4,4,5,2,2,4,3,2,5,0
0,42,1,0,0,1514,0,0,2,2,5,5,2,5,4,5,5,2,5,2,5,5,1
1,29,1,0,0,2182,1,0,5,5,5,2,5,4,2,2,2,2,4,5,2,5,1
1,45,0,0,0,689,0,0,2,2,5,2,5,4,5,5,5,5,5,2,5,5,0
0,12,1,1,1,580,0,0,2,0,4,0,2,2,2,5,2,2,1,0,2,1,1
1,55,1,0,0,247,23,26,3,3,3,5,3,3,5,4,4,5,3,3,3,3,1
1,27,1,1,1,632,0,0,1,2,3,2,3,2,1,5,1,1,3,2,1,2,0
1,60,1,1,1,271,17,13,1,2,4,2,3,1,5,3,5,5,4,2,5,4,0
1,42,1,0,0,2486,0,0,5,3,4,4,5,2,4,2,4,4,2,5,2,2,1
0,54,0,0,1,1372,0,0,3,3,3,3,4,4,4,4,4,4,4,3,4,3,0
1,68,0,1,1,396,0,0,4,1,5,1,3,4,5,4,2,2,5,1,2,5,0
0,55,1,0,2,1107,30,55,2,5,2,4,2,1,3,2,1,2,1,2,1,1,0
1,51,1,0,0,1045,0,4,3,1,3,4,3,5,4,5,3,2,5,3,5,5,1
1,43,1,0,0,1878,26,77,2,4,5,4,2,5,5,5,5,3,5,2,5,5,1
1,38,1,1,1,650,0,0,2,1,1,1,3,2,4,4,4,4,4,1,4,3,0
0,53,1,0,0,991,8,8,4,4,5,5,4,4,5,4,5,4,4,4,4,4,1
0,17,1,1,1,937,1,0,5,2,3,2,3,4,4,2,4,4,5,2,4,5,0
1,46,1,1,1,812,0,0,2,3,1,3,4,1,3,1,3,3,3,3,3,3,0
1,27,0,0,0,1235,0,0,3,3,4,3,3,3,5,3,5,5,4,2,5,5,0
0,60,1,0,0,2296,6,0,3,3,4,5,3,3,5,4,3,5,3,3,3,3,1
0,51,1,0,0,544,0,0,1,1,5,4,1,4,4,4,4,5,4,1,4,4,1
0,55,1,0,0,2366,0,0,4,4,5,4,4,4,5,4,4,3,4,4,4,4,1
1,31,1,0,0,3094,0,0,1,1,1,4,1,2,3,3,3,3,5,3,3,1,0
0,37,1,0,0,2432,0,0,4,4,5,5,4,5,5,5,4,5,5,4,5,5,1
1,20,1,1,1,1299,0,6,4,2,3,2,1,3,1,2,1,1,5,2,1,3,0
0,60,1,0,0,2139,0,0,3,3,1,3,3,2,4,2,4,1,2,2,2,2,0
1,26,1,1,1,432,0,0,4,4,5,4,3,3,4,2,4,4,5,4,4,1,1
0,30,0,0,2,83,0,0,3,3,3,3,1,3,3,2,3,3,1,2,3,1,0
0,27,0,0,0,247,0,0,4,4,4,4,3,3,2,2,2,2,5,4,2,4,1
0,52,1,0,0,1703,0,0,3,3,3,5,3,2,5,2,5,4,2,3,2,2,1
0,49,1,0,0,130,14,18,2,2,2,2,2,3,2,3,1,4,3,2,3,2,0
0,53,1,0,1,177,0,0,2,2,2,2,2,5,5,5,5,1,5,5,5,5,1
0,59,1,0,1,262,12,14,5,4,1,5,4,5,5,5,5,5,5,5,5,5,1
1,23,1,0,0,1558,1,0,2,2,3,4,2,3,4,4,4,4,5,2,4,4,1
0,35,0,0,0,1120,0,0,2,2,5,2,3,3,5,2,5,5,4,2,5,5,0
1,58,1,1,0,302,0,0,5,1,4,5,1,3,4,1,5,3,3,1,3,3,0
0,40,1,0,0,2080,0,0,1,5,4,4,5,4,5,4,4,5,4,5,4,4,1
0,33,1,1,2,1085,0,0,4,5,3,5,2,4,1,5,2,2,5,4,2,4,0
0,25,1,0,0,979,15,8,1,3,4,4,1,3,4,4,4,4,3,4,4,3,0
0,29,1,1,0,674,21,19,4,2,3,2,2,5,5,4,5,5,4,2,5,4,0
0,25,0,0,1,545,0,8,2,3,4,3,3,1,4,1,4,4,3,3,4,3,0
1,8,1,1,1,190,0,0,5,0,5,0,4,5,5,2,5,5,5,4,5,5,0
0,52,0,0,0,515,0,5,5,5,5,5,4,4,3,3,3,3,5,5,3,5,1
1,57,1,1,1,594,0,16,3,2,3,2,1,4,1,1,1,1,1,1,1,1,0
0,31,1,0,0,2200,43,60,1,1,5,5,1,3,5,4,5,5,5,1,5,5,1
1,42,1,0,0,109,9,8,5,0,4,5,2,4,5,4,4,5,4,0,4,4,1
1,49,1,0,0,528,0,0,2,2,3,4,2,5,5,5,3,4,5,2,5,5,1
1,40,1,0,0,1027,0,0,4,4,3,4,4,4,5,4,5,4,4,4,4,4,1
1,67,0,0,0,228,0,0,4,4,2,4,2,1,1,1,1,1,4,4,1,5,1
1,38,1,1,2,2288,0,0,1,2,2,2,3,1,1,2,1,1,3,3,1,4,0
0,14,1,1,1,882,0,0,2,2,1,2,3,1,1,4,1,1,4,2,1,3,0
0,59,1,0,0,1547,0,0,4,4,4,4,4,3,4,3,5,2,3,4,3,3,1
1,38,0,0,1,140,0,0,3,2,1,2,3,1,1,3,1,1,3,2,1,3,0
1,31,1,0,0,2525,0,0,5,5,1,2,5,4,2,1,2,2,3,2,2,4,0
0,28,1,0,0,562,0,0,2,2,1,4,2,2,4,1,4,4,3,4,4,3,0
0,49,1,1,1,258,0,0,2,1,1,3,4,5,4,1,1,5,5,1,5,5,0
0,39,1,0,0,226,0,0,3,3,4,4,3,5,5,5,3,2,5,3,5,5,1
0,22,0,0,0,397,0,0,0,5,4,0,2,4,4,3,4,4,5,5,4,5,1
0,27,0,0,1,1050,0,0,3,3,3,3,1,4,4,5,4,4,4,3,4,4,0
1,57,1,0,0,1900,0,0,5,5,3,5,5,5,5,5,4,4,5,5,5,5,1
0,47,1,1,1,1258,0,10,5,1,3,4,4,3,5,1,3,2,3,1,3,1,0
1,24,1,1,1,265,0,9,3,1,2,1,4,2,5,2,5,5,4,1,5,3,0
1,43,1,0,0,227,1,5,1,3,4,5,1,4,3,4,5,5,4,1,4,4,1
1,11,0,0,1,826,17,6,2,2,1,2,3,4,3,5,3,3,3,2,3,3,0
0,13,1,1,1,515,39,48,1,3,1,3,3,1,2,3,2,2,3,3,2,3,0
0,39,1,0,0,2562,13,24,3,3,4,4,3,5,5,5,3,2,5,3,5,5,1
1,20,0,0,1,1547,5,6,1,1,2,1,4,3,5,1,5,5,3,1,5,3,0
0,22,0,0,1,594,8,13,2,3,4,3,3,2,4,5,4,4,3,3,4,4,0
0,45,1,0,0,1594,4,4,1,3,5,4,1,4,5,4,4,3,4,1,4,4,1
1,36,0,0,0,2399,0,0,2,2,4,2,3,4,2,4,2,2,5,2,2,3,0
1,63,1,0,0,1014,21,23,1,1,5,4,1,5,4,5,3,3,5,1,5,5,1
0,25,0,0,0,372,0,2,4,0,5,0,3,5,5,3,5,5,5,1,5,5,0
1,22,0,0,0,190,0,0,4,0,5,0,2,5,4,5,4,4,5,0,4,4,1
0,35,1,1,2,2149,1,0,4,1,5,1,3,5,4,2,4,4,4,1,4,3,0
1,56,1,0,1,261,0,0,1,1,1,2,1,1,2,5,2,2,2,2,2,5,1
1,22,1,0,0,1533,0,7,3,3,2,3,3,4,3,2,3,3,4,3,3,3,0
0,49,1,0,0,271,10,4,1,1,5,4,1,5,4,5,3,2,5,1,5,5,1
1,26,0,0,0,495,0,0,5,5,4,5,3,3,3,4,2,2,4,5,2,4,1
1,23,1,1,1,868,2,0,2,4,4,4,3,2,4,2,4,4,3,3,4,4,0
0,48,1,1,2,483,14,1,3,3,2,2,3,3,3,3,2,2,3,3,3,3,0
0,60,1,1,1,356,0,0,5,3,3,5,5,5,4,3,3,5,5,3,5,5,0
0,39,0,0,1,209,0,0,3,2,5,2,1,2,3,3,3,3,3,2,3,2,0
1,32,1,0,0,227,0,0,5,5,2,3,5,1,3,3,3,3,3,3,3,3,0
